[tileset]
img=images/tilesets/map1.png
tile=1,0,0,32,32,16,16
tile=2,0,32,32,32,16,16
tile=3,0,64,32,32,16,16
tile=4,0,96,32,32,16,16
tile=5,0,128,32,32,16,16
tile=6,0,160,32,32,16,16
tile=7,0,192,32,32,16,16
tile=8,0,224,32,32,16,16
tile=9,0,256,32,32,16,16
tile=10,0,288,32,32,16,16


[tileset]
img=images/tilesets/teleport_128.png
tile=11,0,0,128,64,16,48
tile=12,0,64,128,64,16,48
tile=13,0,128,128,64,16,48
tile=14,0,192,128,64,16,48
tile=15,0,256,128,64,16,48


[tileset]
img=images/tilesets/tiled_collision.png
tile=16,0,0,32,32,16,16
tile=17,32,0,32,32,16,16
tile=18,64,0,32,32,16,16
tile=19,96,0,32,32,16,16
tile=20,128,0,32,32,16,16
tile=21,160,0,32,32,16,16
tile=22,192,0,32,32,16,16
tile=23,224,0,32,32,16,16
tile=24,256,0,32,32,16,16
tile=25,288,0,32,32,16,16
tile=26,320,0,32,32,16,16
tile=27,352,0,32,32,16,16
tile=28,384,0,32,32,16,16
tile=29,416,0,32,32,16,16
tile=30,448,0,32,32,16,16
tile=31,480,0,32,32,16,16
tile=32,512,0,32,32,16,16
tile=33,544,0,32,32,16,16
tile=34,576,0,32,32,16,16
tile=35,608,0,32,32,16,16
tile=36,640,0,32,32,16,16
tile=37,672,0,32,32,16,16
tile=38,704,0,32,32,16,16
tile=39,736,0,32,32,16,16
tile=40,768,0,32,32,16,16
tile=41,800,0,32,32,16,16
tile=42,832,0,32,32,16,16
tile=43,864,0,32,32,16,16
tile=44,896,0,32,32,16,16
tile=45,928,0,32,32,16,16


[tileset]
img=images/tilesets/sites.png
tile=46,0,0,120,120,16,104
tile=47,120,0,120,120,16,104
tile=48,240,0,120,120,16,104
tile=49,360,0,120,120,16,104
tile=50,480,0,120,120,16,104
tile=51,600,0,120,120,16,104
tile=52,0,120,120,120,16,104
tile=53,120,120,120,120,16,104
tile=54,240,120,120,120,16,104
tile=55,360,120,120,120,16,104
tile=56,480,120,120,120,16,104
tile=57,600,120,120,120,16,104
tile=58,0,240,120,120,16,104
tile=59,120,240,120,120,16,104
tile=60,240,240,120,120,16,104
tile=61,360,240,120,120,16,104
tile=62,480,240,120,120,16,104
tile=63,600,240,120,120,16,104
tile=64,0,360,120,120,16,104
tile=65,120,360,120,120,16,104
tile=66,240,360,120,120,16,104
tile=67,360,360,120,120,16,104
tile=68,480,360,120,120,16,104
tile=69,600,360,120,120,16,104
tile=70,0,480,120,120,16,104
tile=71,120,480,120,120,16,104
tile=72,240,480,120,120,16,104
tile=73,360,480,120,120,16,104
tile=74,480,480,120,120,16,104
tile=75,600,480,120,120,16,104


